file,gain,bias,comp,df,viol_rate,step_score,res_slope,ripple_var,switch_step_err_max,switch_step_err_ratio,nonswitch_step_max,nonswitch_step_ratio,sys_幅度失准,sys_频率失准,sys_参考电平失准,mod_衰减器,mod_前置放大器,mod_低频段前置低通滤波器,mod_低频段第一混频器,mod_高频段YTF滤波器,mod_高频段混频器,mod_时钟振荡器,mod_时钟合成与同步网络,mod_本振源（谐波发生器）,mod_本振混频组件,mod_校准源,mod_存储器,mod_校准信号开关,mod_中频放大器,mod_ADC,mod_数字RBW,mod_数字放大器,mod_数字检波器,mod_VBW滤波器,mod_电源模块,mod_未定义/其他,flag_bias,flag_gain,flag_comp,flag_df,flag_viol_rate,flag_step_score,flag_res_slope,flag_ripple_var,flag_switch_step_err_max,flag_switch_step_err_ratio,flag_nonswitch_step_max,flag_nonswitch_step_ratio
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_158.csv,0.9284414455211272,0.042987561873425756,-0.006630661489770817,0.0,0.1059,0.0,1.893832288821236e-11,0.14355239659172003,1.2243033421415228,1.0,1.419739265892844,0.37777777777777777,0.21999999977999998,0.41999999958,0.35999999963999996,0.07115531739816561,0.020198928809801845,0.11476664107954987,0.07651109405303325,0.11476664107954987,0.07651109405303325,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095353,0.006610558519571513,0.017628156052190706,0.012624330506126154,0.017827084911831884,0.04590665643181995,0.010099464404900923,0.05355776583712328,0.03825554702651663,0.0918133128636399,0.11048201980156243,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_159.csv,0.967901152095941,-2.0785694803345773,-0.006120725317489084,0.0,0.9419,0.0,2.0583156963816656e-11,0.09030840246577444,0.9619795166636305,1.0,1.302703486162385,0.4,0.21999999978,0.41999999958,0.35999999964,0.0711553173981656,0.020198928809801852,0.11476664107954986,0.07651109405303326,0.11476664107954986,0.07651109405303326,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095353,0.006610558519571513,0.017628156052190706,0.012624330506126156,0.01782708491183188,0.045906656431819945,0.010099464404900926,0.05355776583712327,0.03825554702651662,0.0918133128636399,0.11048201980156241,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_160.csv,1.006701692652235,0.858947510548045,-0.004937977403671745,0.0,0.4154,0.0,2.8156425901484173e-11,0.1537513021328564,1.2019121864548872,0.5,1.2439973882369397,0.4222222222222222,0.21999999977999998,0.41999999958,0.35999999963999996,0.07115531739816558,0.02019892880980184,0.11476664107954986,0.07651109405303325,0.11476664107954986,0.07651109405303325,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095351,0.0066105585195715124,0.017628156052190702,0.012624330506126153,0.017827084911831877,0.045906656431819945,0.01009946440490092,0.05355776583712327,0.03825554702651662,0.09181331286363988,0.1104820198015624,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_161.csv,0.9365503120666069,0.08056778858063669,-0.006464551924790063,0.0,0.1042,0.0,1.884015556165472e-11,0.12901991383548447,0.7418607677932803,1.0,1.2704936186557056,0.4,0.21999999978000004,0.41999999958,0.35999999964000007,0.07115531739816561,0.02019892880980185,0.11476664107954984,0.07651109405303325,0.11476664107954984,0.07651109405303325,0.039364957850920625,0.039364957850920625,0.016870696221823127,0.016870696221823127,0.008814078026095353,0.006610558519571513,0.017628156052190706,0.012624330506126153,0.01782708491183188,0.045906656431819945,0.010099464404900924,0.05355776583712327,0.03825554702651662,0.09181331286363989,0.1104820198015624,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_162.csv,0.9277985892173584,0.061238632026454166,-0.006400155901931159,0.0,0.1038,0.0,1.6994867726480245e-11,0.09261648733767958,0.405723199224606,1.0,1.4709452631026232,0.35555555555555557,0.21999999977999998,0.41999999957999995,0.35999999963999996,0.07115531739816562,0.020198928809801855,0.11476664107954991,0.07651109405303327,0.11476664107954991,0.07651109405303327,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095355,0.006610558519571516,0.01762815605219071,0.012624330506126158,0.017827084911831888,0.045906656431819966,0.010099464404900928,0.05355776583712329,0.03825554702651664,0.09181331286363993,0.11048201980156244,ok,alarm,ok,ok,warn,ok,ok,alarm,warn,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_163.csv,0.8975302383598235,0.10316408350794458,-0.006583666763692042,0.0,0.1239,0.0,1.5714080088869664e-11,0.2383472086779325,0.6271579124914186,0.5,1.325589965147529,0.37777777777777777,0.21999999977999998,0.41999999958,0.35999999963999996,0.07115531739816557,0.02019892880980184,0.11476664107954984,0.07651109405303325,0.11476664107954984,0.07651109405303325,0.03936495785092064,0.03936495785092064,0.01687069622182313,0.01687069622182313,0.00881407802609535,0.006610558519571512,0.0176281560521907,0.012624330506126151,0.017827084911831877,0.04590665643181994,0.01009946440490092,0.05355776583712326,0.038255547026516616,0.09181331286363988,0.11048201980156239,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_164.csv,0.9452919889515312,-3.509147279964311,-0.006322022028108609,0.0,0.9957,0.0,1.9939180027225583e-11,0.13757516643559867,0.7605369464415057,0.5,1.268742120964025,0.37777777777777777,0.21999999978,0.41999999958,0.35999999964,0.07115531739816558,0.020198928809801845,0.11476664107954984,0.07651109405303325,0.11476664107954984,0.07651109405303325,0.03936495785092064,0.03936495785092064,0.01687069622182313,0.01687069622182313,0.00881407802609535,0.0066105585195715124,0.0176281560521907,0.012624330506126154,0.017827084911831877,0.04590665643181994,0.010099464404900923,0.05355776583712326,0.038255547026516616,0.09181331286363988,0.1104820198015624,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_165.csv,0.8401695130665854,-0.8695900545589862,-0.0074686661659914,0.0,0.5924,0.0,1.205503928626766e-11,0.40254447919270026,1.0654600732561117,1.0,1.3553385854486948,0.4222222222222222,0.21999999978,0.41999999957999995,0.35999999964000007,0.07115531739816561,0.02019892880980185,0.11476664107954984,0.07651109405303323,0.11476664107954984,0.07651109405303323,0.03936495785092063,0.03936495785092063,0.016870696221823127,0.016870696221823127,0.008814078026095353,0.006610558519571514,0.017628156052190706,0.012624330506126154,0.017827084911831877,0.04590665643181994,0.010099464404900924,0.05355776583712326,0.038255547026516616,0.09181331286363988,0.11048201980156239,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_166.csv,0.8650247197885496,-1.1329820966293513,-0.006911414353334977,0.0,0.6672,0.0,1.7551029255637018e-11,0.4056406937270763,0.8038041489770202,1.0,1.6516764757017033,0.35555555555555557,0.21999999978,0.41999999957999995,0.35999999964000007,0.07115531739816562,0.020198928809801852,0.11476664107954984,0.07651109405303325,0.11476664107954984,0.07651109405303325,0.03936495785092063,0.03936495785092063,0.01687069622182313,0.01687069622182313,0.008814078026095355,0.006610558519571515,0.01762815605219071,0.012624330506126158,0.017827084911831884,0.04590665643181995,0.010099464404900926,0.05355776583712327,0.03825554702651662,0.0918133128636399,0.11048201980156241,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_167.csv,0.9532090151101135,0.16461175933825287,-0.005197380536900054,0.0,0.1909,0.0,2.231806510258617e-11,0.3196534776203875,0.9011555573327286,1.0,1.477705043520788,0.37777777777777777,0.21999999978,0.41999999958,0.35999999964,0.07115531739816564,0.020198928809801855,0.11476664107954988,0.07651109405303326,0.11476664107954988,0.07651109405303326,0.039364957850920645,0.039364957850920645,0.016870696221823137,0.016870696221823137,0.008814078026095355,0.006610558519571516,0.01762815605219071,0.012624330506126158,0.017827084911831888,0.045906656431819966,0.010099464404900928,0.05355776583712329,0.03825554702651664,0.09181331286363993,0.11048201980156244,ok,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_168.csv,0.935184776251332,0.03919471176472504,-0.006508488538168378,0.0,0.1038,0.0,1.869490589213961e-11,0.08699893708197252,0.7533643022505121,1.0,1.2000193017746288,0.35555555555555557,0.21999999977999998,0.41999999958,0.35999999963999996,0.0711553173981656,0.020198928809801852,0.11476664107954988,0.07651109405303326,0.11476664107954988,0.07651109405303326,0.03936495785092065,0.03936495785092065,0.016870696221823137,0.016870696221823137,0.008814078026095353,0.006610558519571513,0.017628156052190706,0.012624330506126154,0.017827084911831884,0.04590665643181995,0.010099464404900926,0.05355776583712328,0.03825554702651663,0.0918133128636399,0.11048201980156241,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_169.csv,0.9828698345652006,-3.500357101757558,-0.005168744038583473,0.0,0.9886,0.0,2.7633510570007352e-11,0.26855059476116205,1.2127054551635004,0.5,1.3176390549528056,0.35555555555555557,0.21999999977999996,0.41999999957999995,0.35999999963999996,0.0711553173981656,0.020198928809801845,0.11476664107954987,0.07651109405303326,0.11476664107954987,0.07651109405303326,0.03936495785092064,0.03936495785092064,0.01687069622182313,0.01687069622182313,0.00881407802609535,0.006610558519571513,0.0176281560521907,0.012624330506126151,0.01782708491183188,0.04590665643181995,0.010099464404900923,0.053557765837123274,0.03825554702651663,0.09181331286363989,0.11048201980156241,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_170.csv,0.981725385740457,0.03942510012863682,-0.005501895723766803,0.0,0.1041,0.0,2.3368324170136878e-11,0.11874806719321489,1.6081479409883066,1.0,1.29326624513876,0.4444444444444444,0.21999999978,0.41999999958,0.35999999963999996,0.07115531739816558,0.02019892880980185,0.11476664107954986,0.07651109405303325,0.11476664107954986,0.07651109405303325,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.00881407802609535,0.0066105585195715124,0.0176281560521907,0.012624330506126154,0.017827084911831877,0.045906656431819945,0.010099464404900924,0.05355776583712327,0.03825554702651662,0.0918133128636399,0.11048201980156241,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_171.csv,0.9712886978593819,-1.6478355994914855,-0.005806370077610534,0.0,0.8342,0.0,2.1918135011352084e-11,0.11125170174898522,0.9116227779915631,1.0,1.3653986046693074,0.37777777777777777,0.21999999977999998,0.41999999958,0.35999999964,0.07115531739816561,0.02019892880980185,0.11476664107954986,0.07651109405303325,0.11476664107954986,0.07651109405303325,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095353,0.006610558519571514,0.017628156052190706,0.012624330506126154,0.017827084911831884,0.04590665643181995,0.010099464404900924,0.053557765837123274,0.03825554702651662,0.09181331286363992,0.11048201980156241,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_172.csv,0.9631799218821157,-1.817050971584189,-0.0059280465098043855,0.0,0.8899,0.0,1.9518233809672006e-11,0.13997314832150276,1.2116147059401765,0.5,1.2154984588395186,0.4222222222222222,0.21999999977999996,0.41999999958,0.35999999963999996,0.0711553173981656,0.020198928809801845,0.11476664107954987,0.07651109405303326,0.11476664107954987,0.07651109405303326,0.03936495785092065,0.03936495785092065,0.016870696221823137,0.016870696221823137,0.008814078026095353,0.006610558519571514,0.017628156052190706,0.012624330506126153,0.017827084911831884,0.04590665643181995,0.010099464404900923,0.053557765837123274,0.03825554702651663,0.0918133128636399,0.11048201980156241,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_173.csv,0.9390055873581009,0.17005133116720472,-0.005473117750874834,0.0,0.1854,0.0,2.4364904139918e-11,0.4401989447511407,0.9781188129309867,1.0,1.4435550587331978,0.4,0.21999999978,0.41999999958,0.35999999963999996,0.0711553173981656,0.020198928809801852,0.11476664107954987,0.07651109405303325,0.11476664107954987,0.07651109405303325,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095351,0.0066105585195715124,0.017628156052190702,0.012624330506126158,0.017827084911831884,0.04590665643181995,0.010099464404900926,0.05355776583712328,0.03825554702651663,0.09181331286363989,0.11048201980156241,ok,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_174.csv,0.9616074233102668,-1.498657744741588,-0.004835483096192084,0.0,0.7404,0.0,2.749585941653363e-11,0.4443234207431522,0.8956642045353016,0.5,1.3180109573233947,0.4888888888888889,0.21999999978,0.41999999957999995,0.35999999964000007,0.07115531739816561,0.020198928809801845,0.11476664107954984,0.07651109405303325,0.11476664107954984,0.07651109405303325,0.03936495785092063,0.03936495785092063,0.016870696221823127,0.016870696221823127,0.008814078026095353,0.006610558519571515,0.017628156052190706,0.012624330506126153,0.017827084911831877,0.045906656431819945,0.010099464404900923,0.05355776583712327,0.03825554702651662,0.09181331286363988,0.1104820198015624,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_175.csv,0.8356326609987784,0.12449766703450656,-0.007436601027755285,0.0,0.1678,0.0,1.0709611578469492e-11,0.29051648204391267,0.6747253394718534,1.0,1.4604408588997373,0.37777777777777777,0.21999999977999998,0.41999999958000006,0.35999999964,0.0711553173981656,0.02019892880980185,0.11476664107954987,0.07651109405303325,0.11476664107954987,0.07651109405303325,0.039364957850920645,0.039364957850920645,0.016870696221823137,0.016870696221823137,0.008814078026095351,0.006610558519571513,0.017628156052190702,0.012624330506126153,0.01782708491183188,0.045906656431819945,0.010099464404900924,0.05355776583712327,0.03825554702651662,0.09181331286363989,0.11048201980156241,ok,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_176.csv,0.8643521701567504,-3.668427953638246,-0.007112064832896614,0.0,0.9957,0.0,1.367130295358146e-11,0.2834995019607337,1.2959011166014163,0.5,1.4490021246040987,0.35555555555555557,0.21999999977999996,0.41999999957999995,0.35999999963999996,0.07115531739816561,0.02019892880980185,0.11476664107954991,0.07651109405303329,0.11476664107954991,0.07651109405303329,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095355,0.006610558519571516,0.01762815605219071,0.012624330506126154,0.017827084911831888,0.04590665643181997,0.010099464404900924,0.053557765837123295,0.038255547026516644,0.09181331286363993,0.11048201980156246,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_177.csv,0.9293707982496118,0.04383755894144251,-0.006425305261208436,0.0,0.1039,0.0,1.8958784206711567e-11,0.1272844078563718,1.2243033421415228,1.0,1.3095682229117203,0.3111111111111111,0.21999999978,0.41999999958,0.35999999964000007,0.07115531739816562,0.020198928809801855,0.11476664107954988,0.07651109405303325,0.11476664107954988,0.07651109405303325,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095356,0.006610558519571517,0.017628156052190713,0.012624330506126158,0.01782708491183188,0.04590665643181995,0.010099464404900928,0.053557765837123274,0.03825554702651662,0.09181331286363992,0.11048201980156243,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_178.csv,0.989762942302341,0.12337534331613738,-0.0051786147846156205,0.0,0.1329,0.0,2.7634595370572668e-11,0.23015242883490458,1.2152803050404997,0.5,1.3135694550816732,0.35555555555555557,0.21999999977999998,0.41999999957999995,0.35999999964,0.07115531739816561,0.02019892880980185,0.11476664107954988,0.07651109405303326,0.11476664107954988,0.07651109405303326,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095355,0.006610558519571515,0.01762815605219071,0.012624330506126154,0.017827084911831884,0.04590665643181995,0.010099464404900924,0.05355776583712328,0.03825554702651663,0.0918133128636399,0.11048201980156243,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_179.csv,0.9910127164359672,0.046213181021638364,-0.005283142035931887,0.0,0.1075,0.0,2.331628623461733e-11,0.14013070912673875,1.1657315092830232,1.0,1.414339325494025,0.4,0.21999999978,0.41999999958,0.35999999964,0.07115531739816562,0.020198928809801852,0.11476664107954986,0.07651109405303325,0.11476664107954986,0.07651109405303325,0.03936495785092065,0.03936495785092065,0.016870696221823134,0.016870696221823134,0.008814078026095355,0.006610558519571515,0.01762815605219071,0.012624330506126158,0.017827084911831884,0.045906656431819945,0.010099464404900926,0.053557765837123274,0.03825554702651662,0.09181331286363989,0.11048201980156243,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_180.csv,0.9496507133296377,0.1561418858965926,-0.005394262841085795,0.0,0.1533,0.0,2.4136057062929502e-11,0.31722129426571527,0.6941676323356626,1.0,1.4057212719328311,0.4,0.21999999977999996,0.41999999957999995,0.35999999963999996,0.07115531739816557,0.02019892880980184,0.11476664107954986,0.07651109405303325,0.11476664107954986,0.07651109405303325,0.03936495785092063,0.03936495785092063,0.016870696221823127,0.016870696221823127,0.00881407802609535,0.006610558519571512,0.0176281560521907,0.012624330506126151,0.017827084911831877,0.04590665643181994,0.01009946440490092,0.05355776583712327,0.038255547026516616,0.09181331286363989,0.1104820198015624,ok,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_181.csv,0.9614888992404402,-0.3487528489704123,-0.004913906053303836,0.0,0.3845,0.0,2.7733365674685535e-11,0.4461791217926531,0.8956642045353015,0.5,1.2616515626906908,0.4888888888888889,0.21999999978,0.41999999957999995,0.35999999964000007,0.07115531739816562,0.020198928809801852,0.11476664107954987,0.07651109405303325,0.11476664107954987,0.07651109405303325,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095355,0.006610558519571516,0.01762815605219071,0.012624330506126158,0.01782708491183188,0.04590665643181995,0.010099464404900926,0.053557765837123274,0.03825554702651662,0.0918133128636399,0.11048201980156243,warn,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_182.csv,0.9360116520037675,0.0899627958060752,-0.006434757970713634,0.0,0.1038,0.0,1.7781512005979365e-11,0.10581539309268126,0.7147253263585818,1.0,1.0597287654844396,0.35555555555555557,0.21999999978000004,0.41999999958,0.35999999964,0.07115531739816564,0.020198928809801855,0.11476664107954988,0.07651109405303327,0.11476664107954988,0.07651109405303327,0.03936495785092065,0.03936495785092065,0.01687069622182314,0.01687069622182314,0.008814078026095355,0.006610558519571517,0.01762815605219071,0.01262433050612616,0.017827084911831884,0.04590665643181996,0.010099464404900928,0.05355776583712329,0.03825554702651664,0.09181331286363992,0.11048201980156244,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_183.csv,0.9482205881108028,-3.0003607041840583,-0.005378846245585933,0.0,0.9848,0.0,1.9957391905277873e-11,0.22445884533522176,1.2665819120553006,0.5,1.4761867182114972,0.4,0.21999999978,0.41999999958,0.35999999964,0.07115531739816562,0.020198928809801852,0.11476664107954987,0.07651109405303326,0.11476664107954987,0.07651109405303326,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095355,0.006610558519571514,0.01762815605219071,0.012624330506126156,0.01782708491183188,0.045906656431819945,0.010099464404900926,0.05355776583712327,0.03825554702651662,0.0918133128636399,0.11048201980156241,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_184.csv,0.9542837904676819,1.8273209550026137,-0.005203567580735147,0.0,0.8208,0.0,2.231738785021062e-11,0.31833548887171065,0.9011555573327286,1.0,1.477705043520788,0.37777777777777777,0.21999999978,0.41999999957999995,0.35999999964000007,0.07115531739816561,0.02019892880980185,0.11476664107954987,0.07651109405303325,0.11476664107954987,0.07651109405303325,0.03936495785092063,0.03936495785092063,0.01687069622182313,0.01687069622182313,0.008814078026095355,0.006610558519571515,0.01762815605219071,0.012624330506126156,0.017827084911831884,0.04590665643181995,0.010099464404900924,0.053557765837123274,0.03825554702651662,0.0918133128636399,0.11048201980156241,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_185.csv,0.9624176283016677,2.1395200488802657,-0.006019376037356139,0.0,0.932,0.0,2.202001752776414e-11,0.10646545131466455,0.9914698314730999,1.0,1.2442602552229252,0.3333333333333333,0.21999999977999998,0.41999999957999995,0.35999999964,0.07115531739816561,0.02019892880980185,0.11476664107954988,0.07651109405303326,0.11476664107954988,0.07651109405303326,0.039364957850920645,0.039364957850920645,0.01687069622182313,0.01687069622182313,0.008814078026095355,0.006610558519571515,0.01762815605219071,0.012624330506126154,0.01782708491183188,0.045906656431819945,0.010099464404900924,0.05355776583712327,0.03825554702651662,0.09181331286363992,0.11048201980156241,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_186.csv,0.9147624178717225,0.15092522146107112,-0.006646057958879958,0.0,0.1421,0.0,1.8986135433494145e-11,0.2085237883984698,0.8514470822587751,1.0,1.1683056780733128,0.3333333333333333,0.21999999978,0.41999999958,0.35999999964,0.07115531739816561,0.02019892880980185,0.11476664107954987,0.07651109405303325,0.11476664107954987,0.07651109405303325,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095353,0.006610558519571513,0.017628156052190706,0.012624330506126156,0.01782708491183188,0.045906656431819945,0.010099464404900924,0.053557765837123274,0.03825554702651662,0.09181331286363989,0.11048201980156241,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_187.csv,0.966055002697165,-3.426584389464726,-0.006013802039213534,0.0,0.9958,0.0,2.255172843390314e-11,0.13385636792150704,1.0875698017638773,1.0,1.3723135547792928,0.4666666666666667,0.21999999978,0.41999999958,0.35999999964,0.07115531739816561,0.02019892880980185,0.11476664107954986,0.07651109405303325,0.11476664107954986,0.07651109405303325,0.03936495785092064,0.03936495785092064,0.01687069622182313,0.01687069622182313,0.008814078026095353,0.006610558519571514,0.017628156052190706,0.012624330506126156,0.017827084911831877,0.04590665643181994,0.010099464404900924,0.05355776583712327,0.038255547026516616,0.09181331286363989,0.11048201980156239,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_188.csv,0.9892981283888754,0.05417676402951785,-0.005277555784538257,0.0,0.1437,0.0,2.321764234431887e-11,0.14092550336348092,1.16885951255156,1.0,1.4142820004700891,0.4,0.21999999977999998,0.41999999958000006,0.35999999963999996,0.07115531739816562,0.02019892880980185,0.11476664107954991,0.07651109405303327,0.11476664107954991,0.07651109405303327,0.03936495785092066,0.03936495785092066,0.01687069622182314,0.01687069622182314,0.008814078026095355,0.006610558519571515,0.01762815605219071,0.012624330506126156,0.017827084911831888,0.04590665643181996,0.010099464404900924,0.05355776583712329,0.03825554702651664,0.09181331286363992,0.11048201980156244,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_189.csv,0.9317507541415815,-1.4982884163278498,-0.006270615965960458,0.0,0.8052,0.0,1.8587137319122353e-11,0.1358573265608748,1.165539535941328,0.5,1.4258370715350732,0.35555555555555557,0.21999999978,0.41999999958,0.35999999964,0.07115531739816561,0.020198928809801855,0.11476664107954988,0.07651109405303326,0.11476664107954988,0.07651109405303326,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095353,0.006610558519571515,0.017628156052190706,0.012624330506126158,0.017827084911831884,0.045906656431819966,0.010099464404900928,0.05355776583712329,0.03825554702651664,0.09181331286363992,0.11048201980156243,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_190.csv,0.9786577820691561,0.12333555752470035,-0.005137891548600004,0.0,0.1208,0.0,2.6371127790403933e-11,0.16682372303515763,0.9084200548473269,1.0,1.248783731577067,0.4222222222222222,0.21999999977999998,0.41999999958,0.35999999963999996,0.07115531739816561,0.020198928809801852,0.11476664107954988,0.07651109405303326,0.11476664107954988,0.07651109405303326,0.039364957850920645,0.039364957850920645,0.016870696221823137,0.016870696221823137,0.008814078026095353,0.006610558519571514,0.017628156052190706,0.012624330506126156,0.017827084911831884,0.04590665643181996,0.010099464404900926,0.05355776583712329,0.03825554702651664,0.09181331286363992,0.11048201980156244,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_191.csv,0.9800577223447732,0.10865456146548809,-0.005336116894185006,0.0,0.1183,0.0,2.5678817212443263e-11,0.1823173429250538,0.7094824450533613,0.5,1.2834801025117393,0.4444444444444444,0.21999999978,0.41999999958,0.35999999964,0.07115531739816561,0.020198928809801852,0.11476664107954987,0.07651109405303325,0.11476664107954987,0.07651109405303325,0.039364957850920645,0.039364957850920645,0.016870696221823134,0.016870696221823134,0.008814078026095355,0.006610558519571515,0.01762815605219071,0.012624330506126156,0.017827084911831888,0.04590665643181996,0.010099464404900926,0.05355776583712328,0.03825554702651663,0.0918133128636399,0.11048201980156244,ok,alarm,ok,ok,warn,ok,ok,alarm,alarm,alarm,alarm,alarm
D:\PycharmProjects\FMFD\FMFD\to_detect\fault_192.csv,0.951180279551189,-3.5483454629352553,-0.005788579020097551,0.0,0.996,0.0,2.05125496281889e-11,0.2058912339278295,0.951495234932445,0.5,1.2727581483583834,0.37777777777777777,0.21999999978,0.41999999957999995,0.35999999964000007,0.07115531739816561,0.02019892880980185,0.11476664107954984,0.07651109405303323,0.11476664107954984,0.07651109405303323,0.03936495785092063,0.03936495785092063,0.016870696221823127,0.016870696221823127,0.008814078026095351,0.006610558519571514,0.017628156052190702,0.012624330506126153,0.01782708491183188,0.04590665643181994,0.010099464404900924,0.05355776583712326,0.038255547026516616,0.09181331286363988,0.1104820198015624,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
